"","x","z","v","c","m","s","n","totalI","maxI","peaktime"
"3815",0.6,0.8,0.6,0.6,0.2,0.4,0.8,0.0857400969004076,0.00751235963003777,0.0876178112880353
"3816",0.8,0.8,0.6,0.6,0.2,0.4,0.8,0.0856858478919238,0.00750871159925829,0.0876307089675891
"3817",1,0.8,0.6,0.6,0.2,0.4,0.8,0.0856490417167324,0.00750600097900888,0.0876367187368369
"3818",-1,1,0.6,0.6,0.2,0.4,0.8,0.200750139492401,0.0145922605572469,0.0726886695777327
"3819",-0.8,1,0.6,0.6,0.2,0.4,0.8,0.173799558456713,0.0144118458292113,0.082922223492304
"3820",-0.6,1,0.6,0.6,0.2,0.4,0.8,0.16716531129874,0.0143064560750862,0.0855826843735492
"3821",-0.4,1,0.6,0.6,0.2,0.4,0.8,0.164000552648666,0.0142402398416708,0.0868304381399084
"3822",-0.2,1,0.6,0.6,0.2,0.4,0.8,0.162330807292714,0.0142004438303909,0.0874784279535109
"3823",0,1,0.6,0.6,0.2,0.4,0.8,0.161479613993654,0.0141742115166031,0.0877770956101005
"3824",0.2,1,0.6,0.6,0.2,0.4,0.8,0.161052423252951,0.0141564340733548,0.0878995409533241
"3825",0.4,1,0.6,0.6,0.2,0.4,0.8,0.160817572536663,0.0141440148742752,0.0879506800853538
"3826",0.6,1,0.6,0.6,0.2,0.4,0.8,0.160672841304414,0.0141350804644806,0.087974298267994
"3827",0.8,1,0.6,0.6,0.2,0.4,0.8,0.16057641332264,0.0141284753952021,0.0879859943490847
"3828",1,1,0.6,0.6,0.2,0.4,0.8,0.16050923180033,0.0141234702731256,0.087991638329532
"3829",-1,0,0.8,0.6,0.2,0.4,0.8,0.00768582134001225,0.001,0.130109711865669
"3830",-0.8,0,0.8,0.6,0.2,0.4,0.8,0.00759768993770243,0.001,0.131618953681914
"3831",-0.6,0,0.8,0.6,0.2,0.4,0.8,0.00745266772781894,0.001,0.134180140121805
"3832",-0.4,0,0.8,0.6,0.2,0.4,0.8,0.007342141772113,0.001,0.136200039584936
"3833",-0.2,0,0.8,0.6,0.2,0.4,0.8,0.00727334426603183,0.001,0.137488335959873
"3834",0,0,0.8,0.6,0.2,0.4,0.8,0.00723771420830064,0.001,0.138165168065512
"3835",0.2,0,0.8,0.6,0.2,0.4,0.8,0.00722151463129516,0.001,0.138475105439294
"3836",0.4,0,0.8,0.6,0.2,0.4,0.8,0.00721375183344122,0.001,0.138624120026453
"3837",0.6,0,0.8,0.6,0.2,0.4,0.8,0.00720931640007042,0.001,0.138709406621442
"3838",0.8,0,0.8,0.6,0.2,0.4,0.8,0.00720647447607489,0.001,0.138764107653464
"3839",1,0,0.8,0.6,0.2,0.4,0.8,0.00720453738747955,0.001,0.138801417248227
"3840",-1,0.2,0.8,0.6,0.2,0.4,0.8,0.0123588697751627,0.001183691104091,0.0957766467019361
"3841",-0.8,0.2,0.8,0.6,0.2,0.4,0.8,0.0120485837884225,0.00118287325987213,0.0981752943452786
"3842",-0.6,0.2,0.8,0.6,0.2,0.4,0.8,0.0117994165021879,0.00118219833764894,0.100191254154791
"3843",-0.4,0.2,0.8,0.6,0.2,0.4,0.8,0.0116249698146148,0.00118163985288684,0.101646702893051
"3844",-0.2,0.2,0.8,0.6,0.2,0.4,0.8,0.0115185857125181,0.00118117593849762,0.102545222823141
"3845",0,0.2,0.8,0.6,0.2,0.4,0.8,0.0114631984441784,0.0011807890729497,0.103006946856911
"3846",0.2,0.2,0.8,0.6,0.2,0.4,0.8,0.0114373050470825,0.00118046511169509,0.103211823662621
"3847",0.4,0.2,0.8,0.6,0.2,0.4,0.8,0.0114244256289632,0.00118019263305979,0.103304329809611
"3848",0.6,0.2,0.8,0.6,0.2,0.4,0.8,0.0114168814726575,0.00117996240622827,0.10335242675981
"3849",0.8,0.2,0.8,0.6,0.2,0.4,0.8,0.0114119729015014,0.00117976696125638,0.103379754880173
"3850",1,0.2,0.8,0.6,0.2,0.4,0.8,0.0114085967006623,0.00117960024303598,0.103395735162371
"3851",-1,0.4,0.8,0.6,0.2,0.4,0.8,0.0201618892125958,0.00179823011279781,0.0891895642236938
"3852",-0.8,0.4,0.8,0.6,0.2,0.4,0.8,0.0193443130461433,0.00179374115894288,0.0927270539235042
"3853",-0.6,0.4,0.8,0.6,0.2,0.4,0.8,0.0189173946811328,0.00179051094273358,0.0946489182529632
"3854",-0.4,0.4,0.8,0.6,0.2,0.4,0.8,0.0186442365827222,0.0017881231013911,0.0959075526346929
"3855",-0.2,0.4,0.8,0.6,0.2,0.4,0.8,0.0184816622944725,0.00178634299893364,0.096654887989588
"3856",0,0.4,0.8,0.6,0.2,0.4,0.8,0.0183964476656694,0.0017850025450082,0.0970297406025452
"3857",0.2,0.4,0.8,0.6,0.2,0.4,0.8,0.0183552431683636,0.00178398159848964,0.0971919348671139
"3858",0.4,0.4,0.8,0.6,0.2,0.4,0.8,0.0183338613890244,0.00178319442482808,0.0972623489940638
"3859",0.6,0.4,0.8,0.6,0.2,0.4,0.8,0.018320991832452,0.00178257972556873,0.0972971191663999
"3860",0.8,0.4,0.8,0.6,0.2,0.4,0.8,0.0183124854551123,0.00178209348532026,0.0973157624992269
"3861",1,0.4,0.8,0.6,0.2,0.4,0.8,0.0183065714301779,0.00178170391043065,0.0973259202153803
"3862",-1,0.6,0.8,0.6,0.2,0.4,0.8,0.0332096173545928,0.0028631615546381,0.0862148312058807
"3863",-0.8,0.6,0.8,0.6,0.2,0.4,0.8,0.0313162872527772,0.00285176954485183,0.0910634623393591
"3864",-0.6,0.6,0.8,0.6,0.2,0.4,0.8,0.0305899512858145,0.00284428529221075,0.0929810337269067
"3865",-0.4,0.6,0.8,0.6,0.2,0.4,0.8,0.0301673464856574,0.00283899988089043,0.0941083725159648
"3866",-0.2,0.6,0.8,0.6,0.2,0.4,0.8,0.0299230525921809,0.00283522669485158,0.0947505835548493
"3867",0,0.6,0.8,0.6,0.2,0.4,0.8,0.0297938728263528,0.00283249391656293,0.0950696786910353
"3868",0.2,0.6,0.8,0.6,0.2,0.4,0.8,0.0297288003106922,0.00283048140395936,0.0952100782533545
"3869",0.4,0.6,0.8,0.6,0.2,0.4,0.8,0.0296933879826186,0.00282897280955766,0.0952728200370273
"3870",0.6,0.6,0.8,0.6,0.2,0.4,0.8,0.029671450431394,0.0028278214602162,0.0953044566107293
"3871",0.8,0.6,0.8,0.6,0.2,0.4,0.8,0.0296567094223513,0.00282692715627747,0.0953216729482098
"3872",1,0.6,0.8,0.6,0.2,0.4,0.8,0.0296463522474107,0.00282622073193679,0.0953311459147095
"3873",-1,0.8,0.8,0.6,0.2,0.4,0.8,0.0549162589547995,0.00463094402072077,0.0843273760605655
"3874",-0.8,0.8,0.8,0.6,0.2,0.4,0.8,0.0509076475518573,0.00461027840637625,0.0905616076971535
"3875",-0.6,0.8,0.8,0.6,0.2,0.4,0.8,0.0496902182618595,0.00459597083484492,0.0924924662360083
"3876",-0.4,0.8,0.8,0.6,0.2,0.4,0.8,0.0490488278798435,0.00458674204183952,0.0935137951323896
"3877",-0.2,0.8,0.8,0.6,0.2,0.4,0.8,0.0486907694353832,0.0045802712208265,0.0940685734470661
"3878",0,0.8,0.8,0.6,0.2,0.4,0.8,0.0484991851018952,0.00457559846824293,0.0943438216256573
"3879",0.2,0.8,0.8,0.6,0.2,0.4,0.8,0.0483977263140226,0.0045721594830385,0.0944705429625477
"3880",0.4,0.8,0.8,0.6,0.2,0.4,0.8,0.048339505884205,0.00456957852011903,0.0945309315131447
"3881",0.6,0.8,0.8,0.6,0.2,0.4,0.8,0.0483023360951941,0.00456760397604213,0.0945627964461244
"3882",0.8,0.8,0.8,0.6,0.2,0.4,0.8,0.0482769358777062,0.00456606554676064,0.0945806825505096
"3883",1,0.8,0.8,0.6,0.2,0.4,0.8,0.0482588943813769,0.00456484637847257,0.0945907782801204
"3884",-1,1,0.8,0.6,0.2,0.4,0.8,0.0904458297831952,0.00752299552143695,0.083176809140566
"3885",-0.8,1,0.8,0.6,0.2,0.4,0.8,0.0826893882427635,0.00749214139693019,0.0906058389854621
"3886",-0.6,1,0.8,0.6,0.2,0.4,0.8,0.0807074318007652,0.00747135158510836,0.0925732787973253
"3887",-0.4,1,0.8,0.6,0.2,0.4,0.8,0.0797642781352358,0.00745657828135637,0.0934826774049677
"3888",-0.2,1,0.8,0.6,0.2,0.4,0.8,0.0792590464229578,0.00744592973235597,0.0939442255287999
"3889",0,1,0.8,0.6,0.2,0.4,0.8,0.0789841304549858,0.00743812345564263,0.0941723788411106
"3890",0.2,1,0.8,0.6,0.2,0.4,0.8,0.0788292765098457,0.00743229813104827,0.0942834751264016
"3891",0.4,1,0.8,0.6,0.2,0.4,0.8,0.0787350476869757,0.00742787338604254,0.0943401141455237
"3892",0.6,1,0.8,0.6,0.2,0.4,0.8,0.078672976101644,0.00742445456033372,0.0943710906619506
"3893",0.8,1,0.8,0.6,0.2,0.4,0.8,0.0786298188445768,0.00742176997045584,0.0943887456376575
"3894",1,1,0.8,0.6,0.2,0.4,0.8,0.0785988161030416,0.00741962999880694,0.0943987500916037
"3895",-1,0,1,0.6,0.2,0.4,0.8,0.00742526144202197,0.001,0.134675392618592
"3896",-0.8,0,1,0.6,0.2,0.4,0.8,0.0073866928382981,0.001,0.13537858171322
"3897",-0.6,0,1,0.6,0.2,0.4,0.8,0.00731854722655182,0.001,0.136639140124967
"3898",-0.4,0,1,0.6,0.2,0.4,0.8,0.00726831547333161,0.001,0.137583461211766
"3899",-0.2,0,1,0.6,0.2,0.4,0.8,0.00723790673524639,0.001,0.138161492898258
"3900",0,0,1,0.6,0.2,0.4,0.8,0.00722190436461435,0.001,0.138467632567909
"3901",0.2,0,1,0.6,0.2,0.4,0.8,0.00721384013529441,0.001,0.138622423181712
"3902",0.4,0,1,0.6,0.2,0.4,0.8,0.00720934538372451,0.001,0.138708848969499
"3903",0.6,0,1,0.6,0.2,0.4,0.8,0.00720645389312554,0.001,0.138764503989116
"3904",0.8,0,1,0.6,0.2,0.4,0.8,0.00720446227973071,0.001,0.138802864276691
"3905",1,0,1,0.6,0.2,0.4,0.8,0.0072030491447082,0.001,0.138830095409617
"3906",-1,0.2,1,0.6,0.2,0.4,0.8,0.0109512885253919,0.00114340518245367,0.104408278514673
"3907",-0.8,0.2,1,0.6,0.2,0.4,0.8,0.0107939972439051,0.00114304047337248,0.105895938969033
"3908",-0.6,0.2,1,0.6,0.2,0.4,0.8,0.0106789697549431,0.00114272567208978,0.107007108205437
"3909",-0.4,0.2,1,0.6,0.2,0.4,0.8,0.0106022474409442,0.00114245333604947,0.107755769935862
"3910",-0.2,0.2,1,0.6,0.2,0.4,0.8,0.0105565880603745,0.00114221716948543,0.108199463970076
"3911",0,0.2,1,0.6,0.2,0.4,0.8,0.0105321059157933,0.00114201184832551,0.108431481553278
"3912",0.2,0.2,1,0.6,0.2,0.4,0.8,0.0105192628664515,0.00114183286994469,0.108546852040961
"3913",0.4,0.2,1,0.6,0.2,0.4,0.8,0.0105118460833545,0.00114167642504361,0.108608556098576
"3914",0.6,0.2,1,0.6,0.2,0.4,0.8,0.0105069964456509,0.0011415392889058,0.108645633869831
"3915",0.8,0.2,1,0.6,0.2,0.4,0.8,0.0105036270988713,0.00114141872942498,0.108669007256324
"3916",1,0.2,1,0.6,0.2,0.4,0.8,0.0105012093956729,0.0011413124295161,0.108683903587942
"3917",-1,0.4,1,0.6,0.2,0.4,0.8,0.0162911896029805,0.00159470424789262,0.0978875261264448
"3918",-0.8,0.4,1,0.6,0.2,0.4,0.8,0.0158933707711556,0.00159318424684532,0.10024206128361
"3919",-0.6,0.4,1,0.6,0.2,0.4,0.8,0.0157012391766365,0.00159197943822818,0.101391961508175
"3920",-0.4,0.4,1,0.6,0.2,0.4,0.8,0.0155842626941265,0.00159101943769883,0.102091415482778
"3921",-0.2,0.4,1,0.6,0.2,0.4,0.8,0.0155158320844882,0.00159024979944823,0.102492073308661
"3922",0,0.4,1,0.6,0.2,0.4,0.8,0.0154784170964266,0.00158962857893962,0.102699686217049
"3923",0.2,0.4,1,0.6,0.2,0.4,0.8,0.015458003691424,0.00158912351060196,0.102802634953671
"3924",0.4,0.4,1,0.6,0.2,0.4,0.8,0.0154458270681532,0.00158870976456148,0.10285689186804
"3925",0.6,0.4,1,0.6,0.2,0.4,0.8,0.0154377472090653,0.00158836819906623,0.102888600101802
"3926",0.8,0.4,1,0.6,0.2,0.4,0.8,0.0154320853228575,0.00158808401592847,0.102907933873087
"3927",1,0.4,1,0.6,0.2,0.4,0.8,0.0154279929856785,0.00158784573379648,0.102919785825055
"3928",-1,0.6,1,0.6,0.2,0.4,0.8,0.0243861402962545,0.00231179988349067,0.094799745076745
"3929",-0.8,0.6,1,0.6,0.2,0.4,0.8,0.0235317609948585,0.0023082670669054,0.0980915566586684
"3930",-0.6,0.6,1,0.6,0.2,0.4,0.8,0.0232145244525019,0.00230576690825989,0.0993243222783912
"3931",-0.4,0.6,1,0.6,0.2,0.4,0.8,0.0230368167356602,0.00230384038833341,0.100006889613665
"3932",-0.2,0.6,1,0.6,0.2,0.4,0.8,0.0229346205022824,0.00230234280339586,0.10038722041059
"3933",0,0.6,1,0.6,0.2,0.4,0.8,0.0228775949579706,0.00230116710719257,0.10058605860538
"3934",0.2,0.6,1,0.6,0.2,0.4,0.8,0.0228452674484959,0.0023002343781722,0.100687566182275
"3935",0.4,0.6,1,0.6,0.2,0.4,0.8,0.0228254037249129,0.0022994863957992,0.100742419433722
"3936",0.6,0.6,1,0.6,0.2,0.4,0.8,0.0228120454030541,0.00229888007021878,0.100774833190144
"3937",0.8,0.6,1,0.6,0.2,0.4,0.8,0.0228026125141079,0.0022983833474175,0.100794737708037
"3938",1,0.6,1,0.6,0.2,0.4,0.8,0.0227957555729975,0.00229797223145373,0.100807021907875
"3939",-1,0.8,1,0.6,0.2,0.4,0.8,0.0366374756668946,0.0034004541513497,0.0928135492266551
"3940",-0.8,0.8,1,0.6,0.2,0.4,0.8,0.0349636419540161,0.00339461445788428,0.0970898415659573
"3941",-0.6,0.8,1,0.6,0.2,0.4,0.8,0.0344472647328444,0.00339020242062051,0.0984171732331496
"3942",-0.4,0.8,1,0.6,0.2,0.4,0.8,0.03417908112381,0.00338684099005127,0.0990910486382828
"3943",-0.2,0.8,1,0.6,0.2,0.4,0.8,0.034027404205452,0.00338425293016286,0.0994566881954696
"3944",0,0.8,1,0.6,0.2,0.4,0.8,0.0339409417228698,0.00338223693205087,0.0996506508177371
"3945",0.2,0.8,1,0.6,0.2,0.4,0.8,0.0338900611895748,0.0033806473673196,0.0997533568443231
"3946",0.4,0.8,1,0.6,0.2,0.4,0.8,0.0338579320807579,0.00337937870127468,0.0998105464094556
"3947",0.6,0.8,1,0.6,0.2,0.4,0.8,0.0338360635383381,0.00337835405450233,0.0998447721518926
"3948",0.8,0.8,1,0.6,0.2,0.4,0.8,0.0338205107189189,0.00337751700885291,0.0998659374757329
"3949",1,0.8,1,0.6,0.2,0.4,0.8,0.0338091447378705,0.00337682580240466,0.0998790661102463
"3950",-1,1,1,0.6,0.2,0.4,0.8,0.0550734352530252,0.00503431652697591,0.0914109770681023
"3951",-0.8,1,1,0.6,0.2,0.4,0.8,0.0520166546924245,0.00502477390435603,0.0965993283125879
"3952",-0.6,1,1,0.6,0.2,0.4,0.8,0.0511923650139716,0.00501798292771102,0.098022096192303
"3953",-0.4,1,1,0.6,0.2,0.4,0.8,0.0507922834502281,0.00501275689700762,0.0986913081377738
"3954",-0.2,1,1,0.6,0.2,0.4,0.8,0.050569506212421,0.00500869274846843,0.099045712003377
"3955",0,1,1,0.6,0.2,0.4,0.8,0.0504396158166259,0.00500549713019565,0.099237415851723
"3956",0.2,1,1,0.6,0.2,0.4,0.8,0.0503603328439422,0.00500295629594057,0.0993431936092211
"3957",0.4,1,1,0.6,0.2,0.4,0.8,0.0503089805538212,0.00500091379045484,0.0994039977634769
"3958",0.6,1,1,0.6,0.2,0.4,0.8,0.050273627116286,0.00499925432781769,0.0994408920656174
"3959",0.8,1,1,0.6,0.2,0.4,0.8,0.0502483156285651,0.00499789228377736,0.099463876972946
"3960",1,1,1,0.6,0.2,0.4,0.8,0.0502297226732802,0.00499676351536361,0.0994782222443296
"3961",-1,0,0,0.8,0.2,0.2,0.8,3.57332785244195,0.301528522162762,0.084383111378012
"3962",-0.8,0,0,0.8,0.2,0.2,0.8,6.89308306367926,0.435299280693075,0.0631501574363344
"3963",-0.6,0,0,0.8,0.2,0.2,0.8,7.12652922627238,0.558695714972914,0.0783966075538213
"3964",-0.4,0,0,0.8,0.2,0.2,0.8,7.14161238917564,0.643222609966049,0.0900668609431905
"3965",-0.2,0,0,0.8,0.2,0.2,0.8,7.14271955346494,0.691682361602339,0.0968373959561109
"3966",0,0,0,0.8,0.2,0.2,0.8,7.14286664493551,0.716612221468377,0.100325577543363
"3967",0.2,0,0,0.8,0.2,0.2,0.8,7.14289281595582,0.727185480166029,0.101805458782979
"3968",0.4,0,0,0.8,0.2,0.2,0.8,7.14289292818799,0.729846326480466,0.102177973801101
"3969",0.6,0,0,0.8,0.2,0.2,0.8,7.14290562156064,0.755036866435533,0.10570444388296
"3970",0.8,0,0,0.8,0.2,0.2,0.8,0.00723840213831055,0.001,0.138152036995474
"3971",1,0,0,0.8,0.2,0.2,0.8,0.00722155060323378,0.001,0.138474415668043
"3972",-1,0.2,0,0.8,0.2,0.2,0.8,6.9613824471795,0.507491161908493,0.0729009167014103
"3973",-0.8,0.2,0,0.8,0.2,0.2,0.8,7.11769809634604,0.569414734075406,0.0799998435403887
"3974",-0.6,0.2,0,0.8,0.2,0.2,0.8,7.14049381855665,0.618862624550714,0.0866694433573234
"3975",-0.4,0.2,0,0.8,0.2,0.2,0.8,7.14260798344437,0.651928082995692,0.091273115437215
"3976",-0.2,0.2,0,0.8,0.2,0.2,0.8,7.14282948585919,0.666733370148226,0.0933430332430828
"3977",0,0.2,0,0.8,0.2,0.2,0.8,7.14286671240077,0.658686144871115,0.092215936736936
"3978",0.2,0.2,0,0.8,0.2,0.2,0.8,7.14284617955813,0.603470656961601,0.0844860216489965
"3979",0.4,0.2,0,0.8,0.2,0.2,0.8,7.14142022070937,0.391729393651487,0.0548531498700374
"3980",0.6,0.2,0,0.8,0.2,0.2,0.8,6.747876987652,0.30840965345596,0.0457046940867952
"3981",0.8,0.2,0,0.8,0.2,0.2,0.8,6.74461532183763,0.30758002773944,0.0456037910336503
"3982",1,0.2,0,0.8,0.2,0.2,0.8,6.74458063104394,0.307555595412975,0.0456004030847165
"3983",-1,0.4,0,0.8,0.2,0.2,0.8,7.13494470940891,0.631628257926516,0.0885260199835303
"3984",-0.8,0.4,0,0.8,0.2,0.2,0.8,7.14112426386196,0.649506859526794,0.090953025816069
"3985",-0.6,0.4,0,0.8,0.2,0.2,0.8,7.14258350111309,0.66071822339984,0.0925040950934455
"3986",-0.4,0.4,0,0.8,0.2,0.2,0.8,7.14282180874835,0.660885466195633,0.0925244229649124
"3987",-0.2,0.4,0,0.8,0.2,0.2,0.8,7.14285611597174,0.64366410438687,0.0901129875691614
"3988",0,0.4,0,0.8,0.2,0.2,0.8,7.14282844487505,0.600939707186043,0.0841318970242403
"3989",0.2,0.4,0,0.8,0.2,0.2,0.8,7.14248500409416,0.554786837056266,0.0776742039693826
"3990",0.4,0.4,0,0.8,0.2,0.2,0.8,7.13725793607622,0.542206658243858,0.0759684830084677
"3991",0.6,0.4,0,0.8,0.2,0.2,0.8,7.12695141465579,0.540601238693483,0.0758530832105571
"3992",0.8,0.4,0,0.8,0.2,0.2,0.8,7.12687922971274,0.540403383850905,0.0758260897137003
"3993",1,0.4,0,0.8,0.2,0.2,0.8,7.12687529720775,0.540374763023919,0.0758221156522316
"3994",-1,0.6,0,0.8,0.2,0.2,0.8,7.14253253077104,0.693652102465923,0.0971157078357813
"3995",-0.8,0.6,0,0.8,0.2,0.2,0.8,7.14277734146957,0.695144563501632,0.0973213261829902
"3996",-0.6,0.6,0,0.8,0.2,0.2,0.8,7.14286005454909,0.691510770084481,0.0968114683479032
"3997",-0.4,0.6,0,0.8,0.2,0.2,0.8,7.14288028332497,0.681194097322434,0.0953668646683998
"3998",-0.2,0.6,0,0.8,0.2,0.2,0.8,7.14287851514511,0.666294676369711,0.0932809755838574
"3999",0,0.6,0,0.8,0.2,0.2,0.8,7.1428552953526,0.655137125185095,0.0917192212491482
"4000",0.2,0.6,0,0.8,0.2,0.2,0.8,7.14275957635603,0.65088396780944,0.0911250001979622
"4001",0.4,0.6,0,0.8,0.2,0.2,0.8,7.1424176402377,0.649709977007841,0.0909649938905307
"4002",0.6,0.6,0,0.8,0.2,0.2,0.8,7.14216334155541,0.649405727199296,0.0909256336131162
"4003",0.8,0.6,0,0.8,0.2,0.2,0.8,7.14216098387165,0.649324096897674,0.090914234272228
"4004",1,0.6,0,0.8,0.2,0.2,0.8,7.1421607593855,0.649300466756196,0.0909109285873958
"4005",-1,0.8,0,0.8,0.2,0.2,0.8,7.14288668403531,0.728739365628885,0.102023089244528
"4006",-0.8,0.8,0,0.8,0.2,0.2,0.8,7.14289401808529,0.7264834731047,0.10170716116819
"4007",-0.6,0.8,0,0.8,0.2,0.2,0.8,7.14289707917824,0.722694585780033,0.101176676321812
"4008",-0.4,0.8,0,0.8,0.2,0.2,0.8,7.14289617394417,0.718569067502113,0.100599119741276
"4009",-0.2,0.8,0,0.8,0.2,0.2,0.8,7.14289719289869,0.715624113753756,0.100186814177476
"4010",0,0.8,0,0.8,0.2,0.2,0.8,7.14289409532104,0.714211053805,0.0999890302549558
"4011",0.2,0.8,0,0.8,0.2,0.2,0.8,7.14288637571583,0.713655279898698,0.0999113302886859
"4012",0.4,0.8,0,0.8,0.2,0.2,0.8,7.14287564625713,0.713450931477497,0.0998828716626679
"4013",0.6,0.8,0,0.8,0.2,0.2,0.8,7.14287021858838,0.713375295922157,0.0998723586025253
"4014",0.8,0.8,0,0.8,0.2,0.2,0.8,7.14287015307226,0.713346656457923,0.0998683500008888
"4015",1,0.8,0,0.8,0.2,0.2,0.8,7.14287014441259,0.713336421830815,0.0998669172767774
"4016",-1,1,0,0.8,0.2,0.2,0.8,7.14290296010899,0.756112146572297,0.105855021522056
"4017",-0.8,1,0,0.8,0.2,0.2,0.8,7.14290285413008,0.756112034178123,0.105855007357539
"4018",-0.6,1,0,0.8,0.2,0.2,0.8,7.14290535463592,0.756112700985953,0.105855063653506
"4019",-0.4,1,0,0.8,0.2,0.2,0.8,7.14290321718386,0.756112110140183,0.105855012611845
"4020",-0.2,1,0,0.8,0.2,0.2,0.8,7.14290304160949,0.756112070381408,0.105855009647595
"4021",0,1,0,0.8,0.2,0.2,0.8,7.14290306560929,0.756112108054196,0.105855014566084
"4022",0.2,1,0,0.8,0.2,0.2,0.8,7.14290306197311,0.756112110179422,0.1058550149175
"4023",0.4,1,0,0.8,0.2,0.2,0.8,7.14290296188009,0.756112111972296,0.10585501665184
"4024",0.6,1,0,0.8,0.2,0.2,0.8,7.14290306032631,0.756112113461326,0.105855015401369
"4025",0.8,1,0,0.8,0.2,0.2,0.8,7.14290306069897,0.756112114674438,0.105855015565681
"4026",1,1,0,0.8,0.2,0.2,0.8,7.14290306119243,0.756112115639515,0.105855015693478
"4027",-1,0,0.2,0.8,0.2,0.2,0.8,0.0267310583966868,0.00147398374523815,0.0551412414489673
"4028",-0.8,0,0.2,0.8,0.2,0.2,0.8,0.159921478958195,0.00430743076322433,0.0269346606302355
"4029",-0.6,0,0.2,0.8,0.2,0.2,0.8,1.09092729163474,0.0405181144885442,0.0371409852876888
"4030",-0.4,0,0.2,0.8,0.2,0.2,0.8,1.34543197305124,0.0601608665883099,0.044714907771869
"4031",-0.2,0,0.2,0.8,0.2,0.2,0.8,1.08360983941593,0.0406650131234985,0.0375273568440621
"4032",0,0,0.2,0.8,0.2,0.2,0.8,0.576957152982069,0.0120468193157415,0.0208799202046047
"4033",0.2,0,0.2,0.8,0.2,0.2,0.8,0.0109679079373762,0.001,0.0911750906106915
"4034",0.4,0,0.2,0.8,0.2,0.2,0.8,0.00733030171376597,0.001,0.13642003276919
"4035",0.6,0,0.2,0.8,0.2,0.2,0.8,0.00723853587535964,0.001,0.138149484539277
"4036",0.8,0,0.2,0.8,0.2,0.2,0.8,0.00722157480933224,0.001,0.138473951513696
"4037",1,0,0.2,0.8,0.2,0.2,0.8,0.00721391832726735,0.001,0.138620920647268
"4038",-1,0.2,0.2,0.8,0.2,0.2,0.8,0.338865856931375,0.0102037791102636,0.030111558605121
"4039",-0.8,0.2,0.2,0.8,0.2,0.2,0.8,0.816069889989734,0.0277069320366793,0.0339516656312706
"4040",-0.6,0.2,0.2,0.8,0.2,0.2,0.8,1.32347223792962,0.0559438305980311,0.0422704980087435
"4041",-0.4,0.2,0.2,0.8,0.2,0.2,0.8,1.38710746537045,0.0624140019181293,0.0449957941084691
"4042",-0.2,0.2,0.2,0.8,0.2,0.2,0.8,1.10529834403388,0.0417116055921582,0.0377378703381823
"4043",0,0.2,0.2,0.8,0.2,0.2,0.8,0.602232941116545,0.0130492060071529,0.0216680375918321
"4044",0.2,0.2,0.2,0.8,0.2,0.2,0.8,0.0543666954199777,0.00196152780078574,0.0360795848567421
"4045",0.4,0.2,0.2,0.8,0.2,0.2,0.8,0.0310337475604159,0.00194366840242663,0.0626307988953875
"4046",0.6,0.2,0.2,0.8,0.2,0.2,0.8,0.0303909402567451,0.00193556289259776,0.0636888123975753
"4047",0.8,0.2,0.2,0.8,0.2,0.2,0.8,0.0302896455341454,0.00193138753714175,0.0637639530962653
"4048",1,0.2,0.2,0.8,0.2,0.2,0.8,0.0302474336555888,0.00192905711395337,0.0637758937144387
"4049",-1,0.4,0.2,0.8,0.2,0.2,0.8,1.64048015492234,0.0615064092864923,0.0374929310189698
"4050",-0.8,0.4,0.2,0.8,0.2,0.2,0.8,1.58415235444625,0.0740434618245057,0.0467401141163522
"4051",-0.6,0.4,0.2,0.8,0.2,0.2,0.8,1.62289069641296,0.0798205768528603,0.0491841976969159
"4052",-0.4,0.4,0.2,0.8,0.2,0.2,0.8,1.50920234685361,0.0713517087525846,0.0472777615946189
"4053",-0.2,0.4,0.2,0.8,0.2,0.2,0.8,1.19718446209239,0.0477064171482543,0.0398488442331392
"4054",0,0.4,0.2,0.8,0.2,0.2,0.8,0.723614742827888,0.0194998495328832,0.0269478333963701
"4055",0.2,0.4,0.2,0.8,0.2,0.2,0.8,0.251931251732929,0.0101087488538321,0.040125029285959
"4056",0.4,0.4,0.2,0.8,0.2,0.2,0.8,0.164648231260539,0.00984354968737696,0.0597853351476371
"4057",0.6,0.4,0.2,0.8,0.2,0.2,0.8,0.160619887145105,0.00976345386034076,0.0607860834288871
"4058",0.8,0.4,0.2,0.8,0.2,0.2,0.8,0.160002496137957,0.00973258455011832,0.0608277044736022
"4059",1,0.4,0.2,0.8,0.2,0.2,0.8,0.159752471475935,0.00971798467099434,0.0608315137863655
"4060",-1,0.6,0.2,0.8,0.2,0.2,0.8,2.33207505682266,0.137838214530729,0.0591053937682979
"4061",-0.8,0.6,0.2,0.8,0.2,0.2,0.8,2.15489032139243,0.131574285096685,0.0610584602800879
"4062",-0.6,0.6,0.2,0.8,0.2,0.2,0.8,2.00552630726643,0.119476874449864,0.0595738255923024
"4063",-0.4,0.6,0.2,0.8,0.2,0.2,0.8,1.79856216201732,0.100021711687371,0.0556120404396722
"4064",-0.2,0.6,0.2,0.8,0.2,0.2,0.8,1.50210019399305,0.075219696675526,0.0500763510825257
"4065",0,0.6,0.2,0.8,0.2,0.2,0.8,1.15012139224869,0.0544569630841584,0.0473488828667775
"4066",0.2,0.6,0.2,0.8,0.2,0.2,0.8,0.853114365350834,0.0493060243867576,0.0577953277887673
