"","x","z","v","c","m","s","n","totalI","maxI","peaktime","npeaks"
"3788",-0.4,0.4,0.6,0.6,0.2,0.4,0.8,0.0249371272603582,0.00217381296850169,3.1,1
"3789",-0.2,0.4,0.6,0.6,0.2,0.4,0.8,0.0244998483951713,0.00216836708152711,3,1
"3790",0,0.4,0.6,0.6,0.2,0.4,0.8,0.0242579496359817,0.00216491543394079,3,1
"3791",0.2,0.4,0.6,0.6,0.2,0.4,0.8,0.0241500203322863,0.00216255323297205,3,1
"3792",0.4,0.4,0.6,0.6,0.2,0.4,0.8,0.0241059008919064,0.0021609029619542,3,1
"3793",0.6,0.4,0.6,0.6,0.2,0.4,0.8,0.0240842795881013,0.00215972420896872,3,1
"3794",0.8,0.4,0.6,0.6,0.2,0.4,0.8,0.0240714910237571,0.00215886280400522,3,1
"3795",1,0.4,0.6,0.6,0.2,0.4,0.8,0.0240631608000922,0.00215821886117393,3,1
"3796",-1,0.6,0.6,0.6,0.2,0.4,0.8,0.051373532057459,0.00414156559737973,4.1,1
"3797",-0.8,0.6,0.6,0.6,0.2,0.4,0.8,0.0487950255333658,0.00407420571474848,3.9,1
"3798",-0.6,0.6,0.6,0.6,0.2,0.4,0.8,0.0474416150369527,0.00403751110571656,3.8,1
"3799",-0.4,0.6,0.6,0.6,0.2,0.4,0.8,0.0465044478610984,0.00401673860650312,3.7,1
"3800",-0.2,0.6,0.6,0.6,0.2,0.4,0.8,0.0458955229522561,0.00400451138615022,3.7,1
"3801",0,0.6,0.6,0.6,0.2,0.4,0.8,0.0455566312837286,0.00399687597560991,3.7,1
"3802",0.2,0.6,0.6,0.6,0.2,0.4,0.8,0.0454015244368334,0.00399197633641704,3.7,1
"3803",0.4,0.6,0.6,0.6,0.2,0.4,0.8,0.0453348846182859,0.00398872856476975,3.7,1
"3804",0.6,0.6,0.6,0.6,0.2,0.4,0.8,0.0453004616785049,0.0039865002049122,3.7,1
"3805",0.8,0.6,0.6,0.6,0.2,0.4,0.8,0.0452793341071498,0.00398491802305509,3.7,1
"3806",1,0.6,0.6,0.6,0.2,0.4,0.8,0.0452652389964088,0.00398375776109817,3.7,1
"3807",-1,0.8,0.6,0.6,0.2,0.4,0.8,0.0945424835041845,0.00774330669563182,4.4,1
"3808",-0.8,0.8,0.6,0.6,0.2,0.4,0.8,0.0899289308807111,0.00764649904083666,4.3,1
"3809",-0.6,0.8,0.6,0.6,0.2,0.4,0.8,0.0881722240981,0.00758924234565987,4.2,1
"3810",-0.4,0.8,0.6,0.6,0.2,0.4,0.8,0.0870690028069493,0.00755497619883788,4.2,1
"3811",-0.2,0.8,0.6,0.6,0.2,0.4,0.8,0.0863756531424859,0.00753556112079754,4.1,1
"3812",0,0.8,0.6,0.6,0.2,0.4,0.8,0.0859874517214799,0.00752355014452149,4.1,1
"3813",0.2,0.8,0.6,0.6,0.2,0.4,0.8,0.0857995205232829,0.00751584540724136,4.1,1
"3814",0.4,0.8,0.6,0.6,0.2,0.4,0.8,0.0857096267470982,0.00751070242950838,4.1,1
"3815",0.6,0.8,0.6,0.6,0.2,0.4,0.8,0.0856585143590255,0.00750712919891019,4.1,1
"3816",0.8,0.8,0.6,0.6,0.2,0.4,0.8,0.0856251700518415,0.0075045518885701,4.1,1
"3817",1,0.8,0.6,0.6,0.2,0.4,0.8,0.0856020739812247,0.00750262998496704,4.1,1
"3818",-1,1,0.6,0.6,0.2,0.4,0.8,0.17145745669978,0.0143215265934774,4.5,1
"3819",-0.8,1,0.6,0.6,0.2,0.4,0.8,0.164023656713408,0.0142483584045475,4.5,1
"3820",-0.6,1,0.6,0.6,0.2,0.4,0.8,0.162276885497594,0.0142040499559042,4.4,1
"3821",-0.4,1,0.6,0.6,0.2,0.4,0.8,0.161472791566031,0.0141754156060899,4.4,1
"3822",-0.2,1,0.6,0.6,0.2,0.4,0.8,0.161043484945866,0.014156330977661,4.4,1
"3823",0,1,0.6,0.6,0.2,0.4,0.8,0.160798549317049,0.014143174702507,4.4,1
"3824",0.2,1,0.6,0.6,0.2,0.4,0.8,0.160649830873963,0.0141338726881224,4.4,1
"3825",0.4,1,0.6,0.6,0.2,0.4,0.8,0.160552865544703,0.014127112647963,4.4,1
"3826",0.6,1,0.6,0.6,0.2,0.4,0.8,0.160485660845026,0.0141220719963426,4.4,1
"3827",0.8,1,0.6,0.6,0.2,0.4,0.8,0.16043705490713,0.014118224132726,4.4,1
"3828",1,1,0.6,0.6,0.2,0.4,0.8,0.160401380302528,0.0141152246137016,4.4,1
"3829",-1,0,0.8,0.6,0.2,0.4,0.8,0.00772286271832056,0.001,0,-1
"3830",-0.8,0,0.8,0.6,0.2,0.4,0.8,0.00757034295278386,0.001,0,-0.8
"3831",-0.6,0,0.8,0.6,0.2,0.4,0.8,0.00743010685566774,0.001,0,-0.6
"3832",-0.4,0,0.8,0.6,0.2,0.4,0.8,0.00733063883803392,0.001,0,-0.4
"3833",-0.2,0,0.8,0.6,0.2,0.4,0.8,0.00726924746179151,0.001,0,-0.2
"3834",0,0,0.8,0.6,0.2,0.4,0.8,0.00723674554426686,0.001,0,0
"3835",0.2,0,0.8,0.6,0.2,0.4,0.8,0.00722132187824699,0.001,0,0.2
"3836",0.4,0,0.8,0.6,0.2,0.4,0.8,0.00721367534334058,0.001,0,0.4
"3837",0.6,0,0.8,0.6,0.2,0.4,0.8,0.00720926472570922,0.001,0,0.6
"3838",0.8,0,0.8,0.6,0.2,0.4,0.8,0.00720642554839072,0.001,0,0.8
"3839",1,0,0.8,0.6,0.2,0.4,0.8,0.00720448365058061,0.001,0,1
"3840",-1,0.2,0.8,0.6,0.2,0.4,0.8,0.0122146845959534,0.00118360909153721,1.4,1
"3841",-0.8,0.2,0.8,0.6,0.2,0.4,0.8,0.0119363200863611,0.00118279968306125,1.4,1
"3842",-0.6,0.2,0.8,0.6,0.2,0.4,0.8,0.0117308652195425,0.0011821326591833,1.4,1
"3843",-0.4,0.2,0.8,0.6,0.2,0.4,0.8,0.0115889195779264,0.00118158102672161,1.4,1
"3844",-0.2,0.2,0.8,0.6,0.2,0.4,0.8,0.0115016309807507,0.00118112314787185,1.4,1
"3845",0,0.2,0.8,0.6,0.2,0.4,0.8,0.0114550631893167,0.00118074158007968,1.4,1
"3846",0.2,0.2,0.8,0.6,0.2,0.4,0.8,0.0114326352540182,0.00118042226345929,1.4,1
"3847",0.4,0.2,0.8,0.6,0.2,0.4,0.8,0.0114212279767158,0.00118015385843082,1.4,1
"3848",0.6,0.2,0.8,0.6,0.2,0.4,0.8,0.0114145207942779,0.00117992720975296,1.4,1
"3849",0.8,0.2,0.8,0.6,0.2,0.4,0.8,0.0114101416477244,0.0011797349150179,1.4,1
"3850",1,0.2,0.8,0.6,0.2,0.4,0.8,0.0114071198473281,0.00117957097842386,1.4,1
"3851",-1,0.4,0.8,0.6,0.2,0.4,0.8,0.0195499251283183,0.00179692492442366,2.3,1
"3852",-0.8,0.4,0.8,0.6,0.2,0.4,0.8,0.0190449142315907,0.00179275050791892,2.3,1
"3853",-0.6,0.4,0.8,0.6,0.2,0.4,0.8,0.0187510658809308,0.00178969812102836,2.3,1
"3854",-0.4,0.4,0.8,0.6,0.2,0.4,0.8,0.0185556246482616,0.00178745182014014,2.3,1
"3855",-0.2,0.4,0.8,0.6,0.2,0.4,0.8,0.0184362068281946,0.00178578438757666,2.3,1
"3856",0,0.4,0.8,0.6,0.2,0.4,0.8,0.0183718642273975,0.00178453370719537,2.3,1
"3857",0.2,0.4,0.8,0.6,0.2,0.4,0.8,0.0183400620835811,0.00178358463530683,2.3,1
"3858",0.4,0.4,0.8,0.6,0.2,0.4,0.8,0.0183233177546265,0.00178285540715613,2.3,1
"3859",0.6,0.4,0.8,0.6,0.2,0.4,0.8,0.0183132027304759,0.00178228780269748,2.3,1
"3860",0.8,0.4,0.8,0.6,0.2,0.4,0.8,0.0183064721028974,0.00178184017011989,2.3,1
"3861",1,0.4,0.8,0.6,0.2,0.4,0.8,0.0183017679201679,0.0017814825271967,2.3,1
"3862",-1,0.6,0.8,0.6,0.2,0.4,0.8,0.0315386094245142,0.00285703879668543,2.9,1
"3863",-0.8,0.6,0.8,0.6,0.2,0.4,0.8,0.0306331283263786,0.00284751190135552,2.8,1
"3864",-0.6,0.6,0.8,0.6,0.2,0.4,0.8,0.0302272801017953,0.00284096386363868,2.8,1
"3865",-0.4,0.6,0.8,0.6,0.2,0.4,0.8,0.0299725153726933,0.00283638099600961,2.8,1
"3866",-0.2,0.6,0.8,0.6,0.2,0.4,0.8,0.0298186505423727,0.00283313574873513,2.8,1
"3867",0,0.6,0.8,0.6,0.2,0.4,0.8,0.0297344411753285,0.00283080221108509,2.8,1
"3868",0.2,0.6,0.8,0.6,0.2,0.4,0.8,0.029691052086369,0.00282909468952408,2.8,1
"3869",0.4,0.6,0.8,0.6,0.2,0.4,0.8,0.0296670730455955,0.0028278218857045,2.8,1
"3870",0.6,0.6,0.8,0.6,0.2,0.4,0.8,0.0296520107986689,0.00282685514097552,2.8,1
"3871",0.8,0.6,0.8,0.6,0.2,0.4,0.8,0.0296417319794819,0.00282610720798582,2.8,1
"3872",1,0.6,0.8,0.6,0.2,0.4,0.8,0.029634430618329,0.00282551828829726,2.8,1
"3873",-1,0.8,0.8,0.6,0.2,0.4,0.8,0.0510711943772553,0.00461257891749115,3.2,1
"3874",-0.8,0.8,0.8,0.6,0.2,0.4,0.8,0.0494839762626016,0.00459665919110136,3.2,1
"3875",-0.6,0.8,0.8,0.6,0.2,0.4,0.8,0.0489529209682735,0.00458648236910271,3.1,1
"3876",-0.4,0.8,0.8,0.6,0.2,0.4,0.8,0.0486499353277584,0.00457955693147685,3.1,1
"3877",-0.2,0.8,0.8,0.6,0.2,0.4,0.8,0.0484710373338529,0.00457467296706449,3.1,1
"3878",0,0.8,0.8,0.6,0.2,0.4,0.8,0.0483703339912415,0.00457116390326746,3.1,1
"3879",0.2,0.8,0.8,0.6,0.2,0.4,0.8,0.0483146247315336,0.00456859038042115,3.1,1
"3880",0.4,0.8,0.8,0.6,0.2,0.4,0.8,0.0482814239401917,0.00456666300211627,3.1,1
"3881",0.6,0.8,0.8,0.6,0.2,0.4,0.8,0.0482594197931951,0.00456518973676617,3.1,1
"3882",0.8,0.8,0.8,0.6,0.2,0.4,0.8,0.0482439008349651,0.00456404162695692,3.1,1
"3883",1,0.8,0.8,0.6,0.2,0.4,0.8,0.0482326461729842,0.00456313081689868,3.1,1
"3884",-1,1,0.8,0.6,0.2,0.4,0.8,0.0825969092603466,0.00747611416553639,3.4,1
"3885",-0.8,1,0.8,0.6,0.2,0.4,0.8,0.07993025524835,0.00745927214773131,3.4,1
"3886",-0.6,1,0.8,0.6,0.2,0.4,0.8,0.0792959866265648,0.00744728756886692,3.4,1
"3887",-0.4,1,0.8,0.6,0.2,0.4,0.8,0.0789948853967213,0.00743862954953906,3.4,1
"3888",-0.2,1,0.8,0.6,0.2,0.4,0.8,0.0788263526356399,0.0074322707872913,3.4,1
"3889",0,1,0.8,0.6,0.2,0.4,0.8,0.0787250018421062,0.00742752049591636,3.4,1
"3890",0.2,1,0.8,0.6,0.2,0.4,0.8,0.0786603486498548,0.0074239113221988,3.4,1
"3891",0.4,1,0.8,0.6,0.2,0.4,0.8,0.0786165919798224,0.00742112373592371,3.4,1
"3892",0.6,1,0.8,0.6,0.2,0.4,0.8,0.0785853607653608,0.00741893666244882,3.4,1
"3893",0.8,1,0.8,0.6,0.2,0.4,0.8,0.0785623709805664,0.00741719519970946,3.4,1
"3894",1,1,0.8,0.6,0.2,0.4,0.8,0.0785452592252335,0.00741578941824662,3.4,1
"3895",-1,0,1,0.6,0.2,0.4,0.8,0.00743825440989782,0.001,0,-1
"3896",-0.8,0,1,0.6,0.2,0.4,0.8,0.0073694820298038,0.001,0,-0.8
"3897",-0.6,0,1,0.6,0.2,0.4,0.8,0.00730538106190355,0.001,0,-0.6
"3898",-0.4,0,1,0.6,0.2,0.4,0.8,0.00726166470778257,0.001,0,-0.4
"3899",-0.2,0,1,0.6,0.2,0.4,0.8,0.00723545511020757,0.001,0,-0.2
"3900",0,0,1,0.6,0.2,0.4,0.8,0.00722127142178227,0.001,0,0
"3901",0.2,0,1,0.6,0.2,0.4,0.8,0.00721369283543971,0.001,0,0.2
"3902",0.4,0,1,0.6,0.2,0.4,0.8,0.00720927812190829,0.001,0,0.4
"3903",0.6,0,1,0.6,0.2,0.4,0.8,0.00720640719376257,0.001,0,0.6
"3904",0.8,0,1,0.6,0.2,0.4,0.8,0.00720441564627441,0.001,0,0.8
"3905",1,0,1,0.6,0.2,0.4,0.8,0.00720299790236999,0.001,0,1
"3906",-1,0.2,1,0.6,0.2,0.4,0.8,0.0108645490442926,0.00114336278466427,1.1,1
"3907",-0.8,0.2,1,0.6,0.2,0.4,0.8,0.0107305349733379,0.00114300144495604,1.1,1
"3908",-0.6,0.2,1,0.6,0.2,0.4,0.8,0.0106401565391404,0.00114268971586171,1.1,1
"3909",-0.4,0.2,1,0.6,0.2,0.4,0.8,0.0105809049580336,0.00114242017010348,1.1,1
"3910",-0.2,0.2,1,0.6,0.2,0.4,0.8,0.0105454999357879,0.0011421865320763,1.1,1
"3911",0,0.2,1,0.6,0.2,0.4,0.8,0.0105260358952029,0.00114198349988361,1.1,1
"3912",0.2,0.2,1,0.6,0.2,0.4,0.8,0.0105154350384283,0.00114180659332561,1.1,1
"3913",0.4,0.2,1,0.6,0.2,0.4,0.8,0.010509088060948,0.00114165202473979,1.1,1
"3914",0.6,0.2,1,0.6,0.2,0.4,0.8,0.0105048937684914,0.00114151658969204,1.1,1
"3915",0.8,0.2,1,0.6,0.2,0.4,0.8,0.0105019560243954,0.00114139757473908,1.1,1
"3916",1,0.2,1,0.6,0.2,0.4,0.8,0.0104998380725307,0.00114129267976228,1.1,1
"3917",-1,0.4,1,0.6,0.2,0.4,0.8,0.0159891801714231,0.0015941847091045,1.8,1
"3918",-0.8,0.4,1,0.6,0.2,0.4,0.8,0.0157400895566116,0.00159273573823746,1.8,1
"3919",-0.6,0.4,1,0.6,0.2,0.4,0.8,0.0156136832559974,0.00159159077610026,1.8,1
"3920",-0.4,0.4,1,0.6,0.2,0.4,0.8,0.0155347426461529,0.00159068105532456,1.8,1
"3921",-0.2,0.4,1,0.6,0.2,0.4,0.8,0.0154877686763243,0.00158995367811145,1.8,1
"3922",0,0.4,1,0.6,0.2,0.4,0.8,0.0154614686859897,0.00158936806959351,1.8,1
"3923",0.2,0.4,1,0.6,0.2,0.4,0.8,0.0154466979087709,0.00158889312712252,1.8,1
"3924",0.4,0.4,1,0.6,0.2,0.4,0.8,0.015437594953606,0.00158850498604971,1.8,1
"3925",0.6,0.4,1,0.6,0.2,0.4,0.8,0.0154314639486127,0.00158818529599926,1.8,1
"3926",0.8,0.4,1,0.6,0.2,0.4,0.8,0.0154271149930058,0.00158791990384192,1.8,1
"3927",1,0.4,1,0.6,0.2,0.4,0.8,0.0154239483068972,0.00158769785316895,1.8,1
"3928",-1,0.6,1,0.6,0.2,0.4,0.8,0.0236599738346116,0.00230946915099688,2.2,1
"3929",-0.8,0.6,1,0.6,0.2,0.4,0.8,0.0232135388580028,0.00230655254613721,2.2,1
"3930",-0.6,0.6,1,0.6,0.2,0.4,0.8,0.0230386641583292,0.00230433405812805,2.2,1
"3931",-0.4,0.6,1,0.6,0.2,0.4,0.8,0.0229358988719935,0.00230263360354094,2.2,1
"3932",-0.2,0.6,1,0.6,0.2,0.4,0.8,0.0228750825789512,0.00230131814129299,2.2,1
"3933",0,0.6,1,0.6,0.2,0.4,0.8,0.0228401825170526,0.00230029004576149,2.2,1
"3934",0.2,0.6,1,0.6,0.2,0.4,0.8,0.0228197987278875,0.00229947780460739,2.2,1
"3935",0.4,0.6,1,0.6,0.2,0.4,0.8,0.0228067936249393,0.00229882894979295,2.2,1
"3936",0.6,0.6,1,0.6,0.2,0.4,0.8,0.0227978403614037,0.00229830483625799,2.2,1
"3937",0.8,0.6,1,0.6,0.2,0.4,0.8,0.0227913945311783,0.00229787684507991,2.2,1
"3938",1,0.6,1,0.6,0.2,0.4,0.8,0.0227866541752385,0.00229752364436718,2.2,1
"3939",-1,0.8,1,0.6,0.2,0.4,0.8,0.0351297561916284,0.00339451414015351,2.5,1
"3940",-0.8,0.8,1,0.6,0.2,0.4,0.8,0.0343557959207214,0.00338983115196982,2.5,1
"3941",-0.6,0.8,1,0.6,0.2,0.4,0.8,0.0341175804106471,0.0033863131677144,2.5,1
"3942",-0.4,0.8,1,0.6,0.2,0.4,0.8,0.0339880892840333,0.00338364514502608,2.5,1
"3943",-0.2,0.8,1,0.6,0.2,0.4,0.8,0.0339120166441598,0.00338159863981321,2.5,1
"3944",0,0.8,1,0.6,0.2,0.4,0.8,0.0338668243070082,0.0033800094158227,2.5,1
"3945",0.2,0.8,1,0.6,0.2,0.4,0.8,0.033839008436405,0.00337875954594997,2.5,1
"3946",0.4,0.8,1,0.6,0.2,0.4,0.8,0.033820586520224,0.00337776407019525,2.5,1
"3947",0.6,0.8,1,0.6,0.2,0.4,0.8,0.0338075533156877,0.00337696139744397,2.5,1
"3948",0.8,0.8,1,0.6,0.2,0.4,0.8,0.033798013138059,0.00337630652042147,2.5,1
"3949",1,0.8,1,0.6,0.2,0.4,0.8,0.0337909195679724,0.00337576625426763,2.5,1
"3950",-1,1,1,0.6,0.2,0.4,0.8,0.0522159267457988,0.00501988371280108,2.7,1
"3951",-0.8,1,1,0.6,0.2,0.4,0.8,0.0509219917192748,0.00501389460471381,2.7,1
"3952",-0.6,1,1,0.6,0.2,0.4,0.8,0.0506048737696589,0.00500929967116178,2.7,1
"3953",-0.4,1,1,0.6,0.2,0.4,0.8,0.0504493449612526,0.00500573738073606,2.7,1
"3954",-0.2,1,1,0.6,0.2,0.4,0.8,0.050358875601995,0.00500294612952626,2.7,1
"3955",0,1,1,0.6,0.2,0.4,0.8,0.0503023213019552,0.00500073552137183,2.7,1
"3956",0.2,1,1,0.6,0.2,0.4,0.8,0.0502650380280454,0.00499896614238717,2.7,1
"3957",0.4,1,1,0.6,0.2,0.4,0.8,0.0502391614004054,0.00499753518786416,2.7,1
"3958",0.6,1,1,0.6,0.2,0.4,0.8,0.0502202974846942,0.00499636626868067,2.7,1
"3959",0.8,1,1,0.6,0.2,0.4,0.8,0.0502062392503811,0.0049954021727173,2.7,1
"3960",1,1,1,0.6,0.2,0.4,0.8,0.0501956595563903,0.00499459970740111,2.7,1
"3961",-1,0,0,0.8,0.2,0.2,0.8,7.10283640329691,0.749171710796163,9.5,1
"3962",-0.8,0,0,0.8,0.2,0.2,0.8,7.14287095049208,0.752744503549687,10.2,1
"3963",-0.6,0,0,0.8,0.2,0.2,0.8,7.14290492852503,0.75113022289809,11.1,1
"3964",-0.4,0,0,0.8,0.2,0.2,0.8,7.14290377398991,0.746844096919308,12.3,1
"3965",-0.2,0,0,0.8,0.2,0.2,0.8,7.14289808731015,0.737334337923605,14.2,1
"3966",0,0,0,0.8,0.2,0.2,0.8,7.14286663489331,0.71661217504754,17.3,1
"3967",0.2,0,0,0.8,0.2,0.2,0.8,7.14264757293318,0.670164109297696,23.4,1
"3968",0.4,0,0,0.8,0.2,0.2,0.8,7.14014853216219,0.56175100537054,40.9,1
"3969",0.6,0,0,0.8,0.2,0.2,0.8,0.00730356271700873,0.001,0,0.6
"3970",0.8,0,0,0.8,0.2,0.2,0.8,0.00723798736242791,0.001,0,0.8
"3971",1,0,0,0.8,0.2,0.2,0.8,0.00722129959072149,0.001,0,1
"3972",-1,0.2,0,0.8,0.2,0.2,0.8,7.14101726333229,0.749126968917294,8.6,1
"3973",-0.8,0.2,0,0.8,0.2,0.2,0.8,7.14290113150106,0.74832341071595,9.1,1
"3974",-0.6,0.2,0,0.8,0.2,0.2,0.8,7.14290434393372,0.743086485043885,9.9,1
"3975",-0.4,0.2,0,0.8,0.2,0.2,0.8,7.14290319615723,0.731558538970916,10.9,1
"3976",-0.2,0.2,0,0.8,0.2,0.2,0.8,7.1428971916955,0.7077196910851,12.4,1
"3977",0,0.2,0,0.8,0.2,0.2,0.8,7.14286663849371,0.658686102600347,14.9,1
"3978",0.2,0.2,0,0.8,0.2,0.2,0.8,7.14255880111111,0.555257822303834,19.4,1
"3979",0.4,0.2,0,0.8,0.2,0.2,0.8,7.12172095598683,0.357689530026013,25.7,1
"3980",0.6,0.2,0,0.8,0.2,0.2,0.8,6.74746734622261,0.308349483134755,26.6,1
"3981",0.8,0.2,0,0.8,0.2,0.2,0.8,6.74461042469527,0.307577496369192,26.7,1
"3982",1,0.2,0,0.8,0.2,0.2,0.8,6.74457901495872,0.307554680907996,26.8,1
"3983",-1,0.4,0,0.8,0.2,0.2,0.8,7.14281564017448,0.74525623834306,7.7,1
"3984",-0.8,0.4,0,0.8,0.2,0.2,0.8,7.14290363953518,0.73942457717088,8.1,1
"3985",-0.6,0.4,0,0.8,0.2,0.2,0.8,7.14290330716078,0.726841357363794,8.7,1
"3986",-0.4,0.4,0,0.8,0.2,0.2,0.8,7.14290093926688,0.703298895010526,9.4,1
"3987",-0.2,0.4,0,0.8,0.2,0.2,0.8,7.14289120258964,0.661933619317947,10.4,1
"3988",0,0.4,0,0.8,0.2,0.2,0.8,7.14282847510257,0.600939736834107,11.5,1
"3989",0.2,0.4,0,0.8,0.2,0.2,0.8,7.14207090742168,0.553723411306548,12,1
"3990",0.4,0.4,0,0.8,0.2,0.2,0.8,7.13359806450911,0.542132695478871,12.1,1
"3991",0.6,0.4,0,0.8,0.2,0.2,0.8,7.126946577612,0.540595527305961,12.2,1
"3992",0.8,0.4,0,0.8,0.2,0.2,0.8,7.12687897540058,0.540402297968617,12.2,1
"3993",1,0.4,0,0.8,0.2,0.2,0.8,7.12687517823579,0.540374334643981,12.2,1
"3994",-1,0.6,0,0.8,0.2,0.2,0.8,7.14289954402719,0.739197258951159,6.8,1
"3995",-0.8,0.6,0,0.8,0.2,0.2,0.8,7.14290319689655,0.72910679323456,7,1
"3996",-0.6,0.6,0,0.8,0.2,0.2,0.8,7.14290205413797,0.712774252774219,7.4,1
"3997",-0.4,0.6,0,0.8,0.2,0.2,0.8,7.14289898481249,0.690402992445754,7.7,1
"3998",-0.2,0.6,0,0.8,0.2,0.2,0.8,7.14288965937184,0.667941529597593,7.9,1
"3999",0,0.6,0,0.8,0.2,0.2,0.8,7.14285478968801,0.655137029940613,8,1
"4000",0.2,0.6,0,0.8,0.2,0.2,0.8,7.1427142705252,0.650857493016056,8,1
"4001",0.4,0.6,0,0.8,0.2,0.2,0.8,7.14231445442698,0.649703916818645,8,1
"4002",0.6,0.6,0,0.8,0.2,0.2,0.8,7.14216321744311,0.649404254042763,8,1
"4003",0.8,0.6,0,0.8,0.2,0.2,0.8,7.14216097581965,0.649323589410699,8,1
"4004",1,0.6,0,0.8,0.2,0.2,0.8,7.14216075739044,0.649300220881118,8,1
"4005",-1,0.8,0,0.8,0.2,0.2,0.8,7.14290283106982,0.740115216872912,5.8,1
"4006",-0.8,0.8,0,0.8,0.2,0.2,0.8,7.14290244633116,0.733172497247476,5.9,1
"4007",-0.6,0.8,0,0.8,0.2,0.2,0.8,7.14290153158306,0.725386798276794,6,1
"4008",-0.4,0.8,0,0.8,0.2,0.2,0.8,7.14290079022682,0.719184824872061,6,1
"4009",-0.2,0.8,0,0.8,0.2,0.2,0.8,7.14289851131239,0.715692003714678,6,1
"4010",0,0.8,0,0.8,0.2,0.2,0.8,7.14289408558856,0.714211053805,6,1
"4011",0.2,0.8,0,0.8,0.2,0.2,0.8,7.14288554375119,0.71365360718511,6,1
"4012",0.4,0.8,0,0.8,0.2,0.2,0.8,7.1428734251715,0.713449956983243,6,1
"4013",0.6,0.8,0,0.8,0.2,0.2,0.8,7.14287021557936,0.713374904496432,6,1
"4014",0.8,0.8,0,0.8,0.2,0.2,0.8,7.14287015275593,0.713346472466257,6,1
"4015",1,0.8,0,0.8,0.2,0.2,0.8,7.14287014432395,0.713336343254463,6.1,1
"4016",-1,1,0,0.8,0.2,0.2,0.8,7.14290537326282,0.756112407387033,4.9,1
"4017",-0.8,1,0,0.8,0.2,0.2,0.8,7.14290537107911,0.756112392476582,4.9,1
"4018",-0.6,1,0,0.8,0.2,0.2,0.8,7.14290320748665,0.756112113866869,4.9,1
"4019",-0.4,1,0,0.8,0.2,0.2,0.8,7.14290303738118,0.7561120734517,4.9,1
"4020",-0.2,1,0,0.8,0.2,0.2,0.8,7.1429030690299,0.756112110523332,4.9,1
"4021",0,1,0,0.8,0.2,0.2,0.8,7.1429030598311,0.756112112044744,4.9,1
"4022",0.2,1,0,0.8,0.2,0.2,0.8,7.14290305181007,0.756112113250115,4.9,1
"4023",0.4,1,0,0.8,0.2,0.2,0.8,7.14290306410846,0.756112114160664,4.9,1
"4024",0.6,1,0,0.8,0.2,0.2,0.8,7.14290306080165,0.756112114797175,4.9,1
"4025",0.8,1,0,0.8,0.2,0.2,0.8,7.14290306098222,0.756112115180314,4.9,1
"4026",1,1,0,0.8,0.2,0.2,0.8,7.1429030610884,0.756112115330261,4.9,1
"4027",-1,0,0.2,0.8,0.2,0.2,0.8,0.114901750740754,0.00682225827515913,13.2,1
"4028",-0.8,0,0.2,0.8,0.2,0.2,0.8,0.0753205209103075,0.00434360324098384,13.4,1
"4029",-0.6,0,0.2,0.8,0.2,0.2,0.8,0.045074899698628,0.00247898907701614,13.5,1
"4030",-0.4,0,0.2,0.8,0.2,0.2,0.8,0.0256982661630904,0.0012839002525458,13.6,1
"4031",-0.2,0,0.2,0.8,0.2,0.2,0.8,0.014835460855215,0.001,0,1
"4032",0,0,0.2,0.8,0.2,0.2,0.8,0.00967812736081689,0.001,0,0
"4033",0.2,0,0.2,0.8,0.2,0.2,0.8,0.00775723381073022,0.001,0,0.2
"4034",0.4,0,0.2,0.8,0.2,0.2,0.8,0.00730150144684673,0.001,0,0.4
"4035",0.6,0,0.2,0.8,0.2,0.2,0.8,0.00723802645939303,0.001,0,0.6
"4036",0.8,0,0.2,0.8,0.2,0.2,0.8,0.00722132171961797,0.001,0,0.8
"4037",1,0,0.2,0.8,0.2,0.2,0.8,0.00721370536870737,0.001,0,1
"4038",-1,0.2,0.2,0.8,0.2,0.2,0.8,0.325430393070029,0.0202341247756841,12.5,1
"4039",-0.8,0.2,0.2,0.8,0.2,0.2,0.8,0.239662368811437,0.0145627768166239,12.8,1
"4040",-0.6,0.2,0.2,0.8,0.2,0.2,0.8,0.164387849392831,0.00963100840849926,13.1,1
"4041",-0.4,0.2,0.2,0.8,0.2,0.2,0.8,0.10605752236385,0.0058607359310923,13.3,1
"4042",-0.2,0.2,0.2,0.8,0.2,0.2,0.8,0.0662713706483849,0.0032861565726629,13.4,1
"4043",0,0.2,0.2,0.8,0.2,0.2,0.8,0.0434111926125614,0.00200281263049334,6.4,1
"4044",0.2,0.2,0.2,0.8,0.2,0.2,0.8,0.0333393082188685,0.00195786518392563,5.8,1
"4045",0.4,0.2,0.2,0.8,0.2,0.2,0.8,0.0306938016205167,0.0019416673021176,5.6,1
"4046",0.6,0.2,0.2,0.8,0.2,0.2,0.8,0.0303462308550061,0.00193427176808008,5.6,1
"4047",0.8,0.2,0.2,0.8,0.2,0.2,0.8,0.0302659442369859,0.00193050068232828,5.6,1
"4048",1,0.2,0.2,0.8,0.2,0.2,0.8,0.0302319562403144,0.00192841497739099,5.6,1
"4049",-1,0.4,0.2,0.8,0.2,0.2,0.8,0.747055151087794,0.0502219146906249,11.2,1
"4050",-0.8,0.4,0.2,0.8,0.2,0.2,0.8,0.624016935167177,0.0410608037992864,11.6,1
"4051",-0.6,0.4,0.2,0.8,0.2,0.2,0.8,0.502623318121808,0.0318897314494717,12,1
